24,ResponseId,Q79,Q32,,Q22,Q22_23_TEXT,*********,Q29,Q29_12_TEXT,Q55,Q50,Q50_4_TEXT,Q56#1_1,Q56#1_2,Q56#1_3,Q56#1_4,Q56#1_5,Q56#1_6,Q56#1_7,Q56#1_8,Q56#1_9,Q56#1_10,Q56#1_11,Q61,Q57#1_1,Q57#1_2,Q57#1_3,Q57#1_4,Q57#1_5,Q57#1_6,Q57#1_7,Q57#1_8,Q57#1_9,Q57#1_10,Q57#1_10_TEXT,Q62,Q67,Q67_5_TEXT,Q68,Q69,Q70,Q46,Q47,Q48,Q58,Q59,Q60,CODING,RESEARCHER,Q71,Q70,Q71,Q74,Q75,Q49,Q44,Q51,Q52,Q52_11_TEXT,Q78,Q27
3/8/2021 15:32:18,R_1q3cOviF70KPzWY,removed for now,removed for now,,Computer and Information Science and Engineering,,Student,First-year graduate student,,MSWE,None of these,,0,0,0,0,2,"1,2",0,2,2,0,0,,2,0,0,0,2,2,0,0,2,,,,"Yes, explicitly mentioning COVID-19",,newsletters on current cases,More informed,n/a,n/a,n/a,n/a,virtual meetings with classmates and teachers,Little disconnected,More frequently didn't pay attention,Neutral feelings,Ali,n/a,CHANGED,"changed my job interests, and now I am more interested in remote jobs",Not at all,,Woman,No,Bisexual,Hispanic or Latinx,,,Submit
3/3/2021 14:06:31,R_1q9uqU1xZ94uVT0,removed for now,removed for now,,Engineering,,Student,Undergraduate,,,"First generation to college (no parent/guardian in the household is a college graduate),Attended community college",,1,1,2,2,1,1,1,"2,3",3,2,2,,1,1,1,1,1,1,1,2,2,,,,"Yes, explicitly mentioning COVID-19",,vaccine information ,Ok,I went to find vaccine information online,No,No,No,"Buy textbooks, with librarians ",Good,"I got my books, and I didn’t catch covid",Neutral feelings,Ali,,NO CHANGE,,It has changed my plans,"I was about to go back to my country this winter, but I couldn’t because of the COVID situation in US.",Man,No,Heterosexual or straight,Asian,,,Submit
5/1/2020 15:46:57,R_1qaFyUAFRpJYees,removed for now,removed for now,,"Engineering,Mathematical Sciences",,Student,Undergraduate,,,First generation to college (no parent/guardian in the household is a college graduate),,0,0,0,0,0,0,0,2,0,0,0,,2,2,0,2,2,2,0,0,0,,,,"Yes, explicitly mentioning COVID-19",,The semester changed to online.,It was the correct choice.,"Nothing currently, I was not enrolled this semester.",Nothing currently.,N/A,N/A,None.,N/A,N/A,Neutral feelings,Ali,,NO CHANGE,,Not at all,,Man,No,Heterosexual or straight,Hispanic or Latinx,,,Submit
3/12/2021 18:29:19,R_1qaZSgijVgGBJXC,removed for now,removed for now,,Engineering,,Student,Graduate student (second-year or above),,Ph.D,None of these,,2,2,2,2,2,2,2,2,2,0,0,,2,2,2,2,2,2,2,2,2,,,,"Yes, explicitly mentioning COVID-19",,Email,"Neutral, too many emails can desensitize",Nothing,"Emails from the president, trying to pat their own back regarding their efforts. ","Sickened, it felt as though they were trying to cover their own backs. ","Nothing, since there is nothing to be done",With my PI and friends,"It made me feel better, since we were speaking with each other","Improved my precautionary behavior, it made things real. ",Neutral feelings,Ali,N/A,CHANGED,,It has changed my plans,,Man,No,Heterosexual or straight,Other (write-in),Arab,,Submit
5/7/2021 19:17:07,R_1rGnST43so03OcD,removed for now,removed for now,,"Chemistry,Life Sciences",,Professional,Employee (including Postdoctoral Scholars),,,None of these,,0,0,0,0,0,0,0,2,0,0,0,,0,2,0,0,0,2,0,0,0,,,,"Yes, explicitly mentioning COVID-19",,"email, and through principle investigator","It's ok, they do what they have to do","Follow what they say, and try to make good use of it to finish research",flyers everywhere on campus as a reminder to keep social distancing etc,just a waste of paper,nothing too different,virtual meeting,"meh, not particularly helpful",n/a,Neutral feelings,Ali,n/a,CHANGED,"It hits the postdoc hiring in universities, so I couldn't get a postdoc position",It has changed my plans,I took an industry job instead of staying in academia,Man,No,Bisexual,Asian,,,Submit
5/27/2020 2:18:12,R_1rOJ9mYljB6Hpfy,removed for now,removed for now,,Engineering,,Professional,Faculty,,,None of these,,0,0,0,0,0,0,0,"1,2",0,0,0,,2,0,0,0,0,0,2,2,2,,,,"Yes, explicitly mentioning COVID-19",,Email that classes would be remote for spring quarter,"comfortable that PSU was serious about keeping faculty and staff safe, concerned about trying to move everything online",transitioned classes online because it was required,email about research continuity since I don't conduct research,neutral,"nothing, it didn't apply",department zoom meetimg,was nice to see everyone,changed a few things in my classes based on other faculty experiences,Neutral feelings,Ali,,CHANGED,,Somewhat,,Woman,No,Heterosexual or straight,White,,,Submit
5/20/2020 16:55:26,R_21giuWaSe3z05dk,removed for now,removed for now,,Life Sciences,,Professional,Faculty,,,"Near-first generation to college (a parent/guardian is a college graduate, but you had little to no exposure to information about how to succeed in college)",,0,0,1,2,1,1,0,2,1,0,0,,0,1,0,0,0,0,2,2,2,,,,"Yes, explicitly mentioning COVID-19",,Information on resources to be accessed and the university response to the pandemic ,I feel fine as a result of the communication ,I made the necessary adjustments in order to move to telework ,N/A,N/A,N/A,"I have had emails, phone calls, texts and virtual meetings.",I felt fine as a result of this communication. ,I was able to communicate with coworkers and my supervisor on how to continue to move forward in this pandemic. ,Neutral feelings,Ali,N/A,CHANGED,,,,Woman,No,Heterosexual or straight,Black or African American,,,Submit
4/27/2020 16:38:39,R_21Hg3Wxv3cg82HA,removed for now,removed for now,,Engineering,,Student,Undergraduate,,M.S. in Biomedical Engineering,None of these,,2,,0,2,0,2,0,2,2,0,0,,2,2,2,0,2,2,0,0,2,,,,"Yes, explicitly mentioning COVID-19",,"Any definitive communication saying ""We will be doing this due to covid""","Though often disappointed, I appreciate direct communication and knowing the decision has been made. ",Adjusted study space in-home to ensure online productivity ,"""We are unsure what to do/we are doing""",It felt as if the institution was holding off making a decision in an emergency  ,Nothing.,None. ,I understand because of social distancing protocol. ,nothing. ,Neutral feelings,Ali,"I'm waiting to know about next semester, which is unknown for nearly every institution.",CHANGED,"I had plans to conduct a research internship over the summer with the school I plan to attend for graduate school, however, the program was canceled and I no longer have some of the opportunities I've worked hard for. The cancelation of my research internship this summer has made my future in grad school far less clear and I worry about getting into the schools that I want due to this gap in experience. ",It has changed my plans,"With the cancelation of my summer internship and no other labs hiring for research assistants this summer, I have decided to start working on a biomedical engineering related non-profit this summer. ",Man,No,Heterosexual or straight,White,,The cancelation of my research internship this summer has made my future in grad school far less clear and I worry about getting into the schools that I want due to this gap in experience. ,Submit
3/9/2021 12:00:22,R_21iGopEtlMgzrOZ,removed for now,removed for now,,Physics and Astronomy,,Student,Graduate student (second-year or above),,Ph.D,None of these,,2,1,0,2,2,2,0,1,2,0,0,,2,2,0,2,0,0,2,0,2,,,,"Yes, explicitly mentioning COVID-19",,"Summarizations of the current state of the pandemic nationwide and locally.  Info on state and university restrictions/closures.  Future projections regarding when vaccines will be delivered, and a when in-person learning will begin again.","Slightly overwhelmed from the sheer volume, but understanding your situation is better than not.","Altered my travel plans accordingly, as best I could.",Multiple redundant emails with the same information/alerts,Annoyed,N/A,Very little with my advisor.,N/A,N/A,Neutral feelings,Ali,N/A,NO CHANGE,,Somewhat,The pandemic has negatively impacted my overall productivity.,Man,No,Heterosexual or straight,White,,"COVID was partly a blessing in disguise as it allowed me to go home for an extended period, and I got to help my Mom move homes, and spend a lot of time with her and other family.  However, my research progress suffered a lot since I had less time and much more distractions while stuck in my CA apt, or back home.",Submit
5/21/2020 18:56:13,R_245EneRT01sZUY6,removed for now,removed for now,,Computer and Information Science and Engineering,,Student,First-year graduate student,,,"Near-first generation to college (a parent/guardian is a college graduate, but you had little to no exposure to information about how to succeed in college)",,1,,1,1,2,2,2,2,3,3,3,,1,1,1,2,2,2,2,2,2,,,,"Yes, explicitly mentioning COVID-19",,Emails mostly about deadlines and teaching medium,Fine. A little less stressed,Carried on with work,Email about the fee structure,A little disappointed ,Went to social media,None,NA,NA,Neutral feelings,Ali,,CHANGED,,Somewhat,,Man,No,Heterosexual or straight,Asian,,,Submit
5/16/2020 13:49:26,R_25pb6cxC3fwaDy9,removed for now,removed for now,,"Life Sciences,STEM Education and Learning ",,Professional,Employee (including Postdoctoral Scholars),Postdoctoral Fellow,,None of these,,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,2,0,2,0,2,,,,"Yes, explicitly mentioning COVID-19",,"Information about number of cases and deaths in the state of Georgia. Information about university-level resources (for fitness, mental health, and financial aid). Information about plans for re-opening research labs.","still anxious, but informed.",nothing.,plans related to undergraduate graduation (because they were not related to my own situation),glad that they were trying to help their undergrads feel like part of a community,nothing,with my direct supervisor (my postdoctoral advisor).,"slightly less anxious, to know that we were both on the same page regarding my research progress and professional development","continue to try and make progress with grant-writing, paper writing, and data analysis.",Neutral feelings,Ali,"I am waiting to see what university re-opening policies will be like, so that I can plan for the timing starting a new faculty position.",CHANGED,I may postpone starting my new position as a faculty member; I may stay in my current position longer than originally planned.,Somewhat,,Woman,No,Heterosexual or straight,Asian,,,Submit
5/7/2020 19:45:18,R_28UJ2G1UcQDl0bs,removed for now,removed for now,,Engineering,,Student,Graduate student (second-year or above),,Ph.D.,None of these,,0,0,0,0,0,2,0,1,"2,3",0,0,Fortunate to have nothing especially crushing impair me during the COVID crisis. I don't have people that depend on me so I don't face a lot of issues that parents or others may. My graduate salary continues to be paid during this time so I am able to keep up with food and housing payments.,2,0,0,0,0,0,0,0,2,,,,"Yes, explicitly mentioning COVID-19",,Mostly just an understanding of the shelter-in-place timeline and updates on when certain resources may be re-opened. This info let's me speak with my advisor properly about the timeline for my own work and what our expectations during this period should be.,"Not entirely sure that I had a strong emotional response to these emails. I guess getting a whole bunch of emails and statements in one day about how every facet of of academic and social life is changing was overwhelming, but I don't think I felt any type of anger or happiness simply from receiving these emails.",I stopped going into work and began shelter-in-place.,"I mean in addition to the critical COVID informational emails that tell about when building will re-open and how testing is taking place etc. there are a wide array of ""learning how to do x while in quarantine"" emails that don't apply to me. I don't know if I would necessarily say that there unhelpful because they don't harm me in any way, I just delete them.",N/A,N/A,I speak with my advisor and my research group about institutional updates and the expected timeline.,Maybe a bit anxious when the timeline is consistently changing and we have to keep adapting what work needs to be done now and what work needs to be done right away when resources re-open.,Adjusted my own work schedule accordingly.,Neutral feelings,Ali,,CHANGED,"I was planning for my qualifying exam and had plans to finish up experimental work. These have both been necessarily postponed, which has a chance to change my overall graduation timeline.",Somewhat,I guess this answer is the same as above with regard to my qualifying exam and experimental work that were postponed.,Man,No,Heterosexual or straight,White,,,Submit
